code;isin;date;coursPrecedent;coursJour;coursReference;cleanPrice;couponCouru;dirtyPrice;volume;valeurTransigee
TPBJ.O6;BJ0000001764;2026-08-19;10000;;10000;10000;34.66;10034.66;0;0
TPBJ.O7;BJ0000001947;2026-08-19;10000;;10000;10000;248.3;10248.3;0;0
TPBJ.O8;BJ0000001954;2026-08-19;10000;;10000;10000;270.08;10270.08;0;0
TPBJ.O9;BJ0000002655;2026-08-19;9980;;9980;9980;447.12;10427.12;0;0
TPCI.O100;CI0000002172;2026-08-19;10000;;10000;10000;391.07;10391.07;0;0
TPCI.O101;CI0000009973;2026-08-19;10000;;10000;10000;254.84;10254.84;0;0
TPCI.O102;CI0000009981;2026-08-19;10000;;10000;10000;261.37;10261.37;0;0
TPCI.O21;CI0000001822;2026-08-19;10000;10000;10000;10000;218.63;10218.63;59;590000
TPCI.O23;CI0000002119;2026-08-19;10000;;10000;10000;444.52;10444.52;0;0
TPCI.O24;CI0000002317;2026-08-19;9700;;9700;9700;240.78;9940.78;0;0
TPCI.O29;CI0000002663;2026-08-19;10000;;10000;10000;499.73;10499.73;0;0
TPCI.O34;CI0000002911;2026-08-19;3675;;3675;3675;93.7;3768.7;0;0
TPCI.O36;CI0000003117;2026-08-19;10000;;10000;10000;571.85;10571.85;0;0
TPCI.O37;CI0000003174;2026-08-19;2011;;2011;2011;81.99;2092.99;0;0
TPCI.O38;CI0000003133;2026-08-19;1990;;1990;1990;81.29;2071.29;0;0
TPCI.O39;CI0000003125;2026-08-19;2000;;2000;2000;96.41;2096.41;0;0
TPCI.O40;CI0000003380;2026-08-19;2000;;2000;2000;69.63;2069.63;0;0
TPCI.O41;CI0000003422;2026-08-19;10000;;10000;10000;273.32;10273.32;0;0
TPCI.O42;CI0000003430;2026-08-19;10000;;10000;10000;278.03;10278.03;0;0
TPCI.O43;CI0000003588;2026-08-19;10000;;10000;10000;190.74;10190.74;0;0
TPCI.O44;CI0000003596;2026-08-19;9800;;9800;9800;187.51;9987.51;0;0
TPCI.O45;CI0000003471;2026-08-19;2000;;2000;2000;20.34;2020.34;0;0
TPCI.O46;CI0000003497;2026-08-19;5100;;5100;5100;51.73;5151.73;0;0
TPCI.O47;CI0000003489;2026-08-19;2050;;2050;2050;20.34;2070.34;0;0
TPCI.O50;CI0000003737;2026-08-19;6250;;6250;6250;359.66;6609.66;0;0
TPCI.O51;CI0000003836;2026-08-19;4000;;4000;4000;204.03;4204.03;0;0
TPCI.O52;CI0000003919;2026-08-19;6250;;6250;6250;324.3;6574.3;0;0
TPCI.O53;CI0000003901;2026-08-19;4240;;4240;4240;187.51;4427.51;0;0
TPCI.O54;CI0000003844;2026-08-19;6250;;6250;6250;298.03;6548.03;0;0
TPCI.O55;CI0000004057;2026-08-19;4000;;4000;4000;150.64;4150.64;0;0
TPCI.O57;CI0000003968;2026-08-19;3880;;3880;3880;172.89;4052.89;0;0
TPCI.O58;CI0000004172;2026-08-19;4000;;4000;4000;103.61;4103.61;0;0
TPCI.O59;CI0000004180;2026-08-19;6250;;6250;6250;164.67;6414.67;0;0
TPCI.O60;CI0000004313;2026-08-19;10000;;10000;10000;155.73;10155.73;0;0
TPCI.O61;CI0000004321;2026-08-19;10000;;10000;10000;158.41;10158.41;0;0
TPCI.O62;CI0000004479;2026-08-19;4000;;4000;4000;31.78;4031.78;0;0
TPCI.O63;CI0000004487;2026-08-19;6250;;6250;6250;50.51;6300.51;0;0
TPCI.O65;CI0000004834;2026-08-19;7500;;7500;7500;391.58;7891.58;0;0
TPCI.O67;CI0000004925;2026-08-19;10000;;10000;10000;397.64;10397.64;0;0
TPCI.O68;CI0000004974;2026-08-19;10000;;10000;10000;321.67;10321.67;0;0
TPCI.O69;CI0000005096;2026-08-19;10000;;10000;10000;236.3;10236.3;0;0
TPCI.O70;CI0000005179;2026-08-19;10000;;10000;10000;176.44;10176.44;0;0
TPCI.O71;CI0000005310;2026-08-19;10000;;10000;10000;100.62;10100.62;0;0
TPCI.O72;CI0000005385;2026-08-19;6000;;6000;6000;19.5;6019.5;0;0
TPCI.O73;CI0000005393;2026-08-19;7500;;7500;7500;24.81;7524.81;0;0
TPCI.O75;CI0000005641;2026-08-19;10700;;10700;10700;489.15;11189.15;0;0
TPCI.O76;CI0000005658;2026-08-19;10500;;10500;10500;497.81;10997.81;0;0
TPCI.O77;CI0000005674;2026-08-19;10000;;10000;10000;12.54;10012.54;0;0
TPCI.O78;CI0000005880;2026-08-19;10000;;10000;10000;385.44;10385.44;0;0
TPCI.O79;CI0000006235;2026-08-19;8600;;8600;8600;216.77;8816.77;0;0
TPCI.O80;CI0000006383;2026-08-19;10000;;10000;10000;154.52;10154.52;0;0
TPCI.O82;CI0000006698;2026-08-19;7920;;7920;7920;24.99;7944.99;0;0
TPCI.O83;CI0000006904;2026-08-19;9900;;9900;9900;502.71;10402.71;0;0
TPCI.O84;CI0000006912;2026-08-19;10000;;10000;10000;511.23;10511.23;0;0
TPCI.O85;CI0000007142;2026-08-19;10000;;10000;10000;400.88;10400.88;0;0
TPCI.O86;CI0000007159;2026-08-19;10000;;10000;10000;407.67;10407.67;0;0
TPCI.O87;CI0000007357;2026-08-19;9820;;9820;9820;237.62;10057.62;0;0
TPCI.O88;CI0000007365;2026-08-19;9650;;9650;9650;241.64;9891.64;0;0
TPCI.O89;CI0000007696;2026-08-19;12100;;12100;12100;50.11;12150.11;0;0
TPCI.O90;CI0000007704;2026-08-19;10000;;10000;10000;50.96;10050.96;0;0
TPCI.O91;CI0000007878;2026-08-19;10000;;10000;10000;578.68;10578.68;0;0
TPCI.O92;CI0000007886;2026-08-19;9900;;9900;9900;588.49;10488.49;0;0
TPCI.O93;CI0000008397;2026-08-19;9700;;9700;9700;441.29;10141.29;0;0
TPCI.O94;CI0000008405;2026-08-19;9800;;9800;9800;448.77;10248.77;0;0
TPCI.O95;CI0000008868;2026-08-19;10000;;10000;10000;268.33;10268.33;0;0
TPCI.O96;CI0000008876;2026-08-19;10000;;10000;10000;272.88;10272.88;0;0
TPCI.O97;CI0000009437;2026-08-19;10000;;10000;10000;22.63;10022.63;0;0
TPCI.O98;CI0000009445;2026-08-19;10000;;10000;10000;23.01;10023.01;0;0
TPCI.O99;CI0000002164;2026-08-19;10000;;10000;10000;374.36;10374.36;0;0
TPNE.O10;NE0000002417;2026-08-19;10000;;10000;10000;323.67;10323.67;0;0
TPNE.O3;NE0000001088;2026-08-19;1946;;1946;1946;6.77;1952.77;0;0
TPNE.O4;NE0000001344;2026-08-19;7500;;7500;7500;466.03;7966.03;0;0
TPNE.O5;NE0000001492;2026-08-19;11550;;11550;11550;124.93;11674.93;0;0
TPNE.O6;NE0000001625;2026-08-19;8955;;8955;8955;376.08;9331.08;0;0
TPNE.O7;NE0000001914;2026-08-19;5000;;5000;5000;48.8;5048.8;0;0
TPNE.O8;NE0000002326;2026-08-19;10000;;10000;10000;405.04;10405.04;0;0
TPTG.O2;TG0000001890;2026-08-19;9999;;9999;9999;453.7;10452.7;0;0
TPTG.O3;TG0000003235;2026-08-19;10000;;10000;10000;293.34;10293.34;0;0
TPTG.O4;TG0000003243;2026-08-19;10000;10000;10000;10000;300.16;10300.16;30;300000
TPTG.O5;TG0000003458;2026-08-19;10000;;10000;10000;357.95;10357.95;0;0
TPTG.O6;TG0000003466;2026-08-19;10000;;10000;10000;368.96;10368.96;0;0
BABS.O1;SN0000003484;2026-08-20;10000;10000;10000;10000;206.65;10206.65;3;30000
BIDC.O4;TG0000000934;2026-08-20;1250;;1250;1250;13.58;1263.58;0;0
BIDC.O6;TG0000001585;2026-08-20;4614;4618;4618;4618;66.96;4684.96;1;4618
BIDC.O7;TG0000001833;2026-08-20;6000;;6000;6000;69.83;6069.83;0;0
BIDC.O8;TG0000003011;2026-08-20;10000;10000;10000;10000;39.18;10039.18;496;4960000
CRRH.O10;TG0000002070;2026-08-20;10000;;10000;10000;28.18;10028.18;0;0
CRRH.O11;TG0000003326;2026-08-20;10000;;10000;10000;126.57;10126.57;0;0
CRRH.O6;TG0000000801;2026-08-20;9800;;9800;9800;76.3;9876.3;0;0
CRRH.O7;TG0000000991;2026-08-20;2917;;2917;2917;44.8;2961.8;0;0
CRRH.O9;TG0000001221;2026-08-20;5000;;5000;5000;49.59;5049.59;0;0
ECOC.O1;CI0000008439;2026-08-20;10000;;10000;10000;280.98;10280.98;0;0
EOM.O10;ML0000002120;2026-08-20;10000;;10000;10000;431.45;10431.45;0;0
EOM.O11;ML0000002369;2026-08-20;9800;;9800;9800;236.71;10036.71;0;0
EOM.O12;ML0000002542;2026-08-20;9800;;9800;9800;40.96;9840.96;0;0
EOM.O13;ML0000002930;2026-08-20;10000;;10000;10000;243.97;10243.97;0;0
EOM.O14;ML0000003193;2026-08-20;10000;;10000;10000;15.62;10015.62;0;0
EOM.O15;ML0000003318;2026-08-20;10000;;10000;10000;538.36;10538.36;0;0
EOM.O16;ML0000003326;2026-08-20;10000;;10000;10000;521.92;10521.92;0;0
EOM.O17;ML0000003573;2026-08-20;10000;;10000;10000;260.21;10260.21;0;0
EOM.O18;ML0000003581;2026-08-20;9800;;9800;9800;252.26;10052.26;0;0
EOM.O19;ML0000003870;2026-08-20;10000;;10000;10000;8.97;10008.97;0;0
EOM.O20;ML0000003888;2026-08-20;10000;;10000;10000;8.7;10008.7;0;0
EOM.O21;ML0000004233;2026-08-20;10000;;10000;10000;299.68;10299.68;0;0
EOM.O22;ML0000004241;2026-08-20;10000;;10000;10000;290.53;10290.53;0;0
EOM.O4;ML0000001197;2026-08-20;2310;;2310;2310;13.89;2323.89;0;0
EOM.O5;ML0000001312;2026-08-20;4000;;4000;4000;104.0;4104.0;0;0
EOM.O6;ML0000001544;2026-08-20;4300;;4300;4300;187.14;4487.14;0;0
EOM.O7;ML0000001668;2026-08-20;6200;;6200;6200;140.24;6340.24;0;0
EOM.O8;ML0000001932;2026-08-20;10000;;10000;10000;589.42;10589.42;0;0
EOM.O9;ML0000002112;2026-08-20;9795;;9795;9795;438.41;10233.41;0;0
EOS.O10;SN0000002403;2026-08-20;10000;;10000;10000;240.65;10240.65;0;0
EOS.O11;SN0000002411;2026-08-20;10000;;10000;10000;248.48;10248.48;0;0
EOS.O12;SN0000002726;2026-08-20;9700;;9700;9700;10.03;9710.03;0;0
EOS.O13;SN0000002734;2026-08-20;9999;;9999;9999;10.27;10009.27;0;0
EOS.O14;SN0000002742;2026-08-20;9800;;9800;9800;10.6;9810.6;0;0
EOS.O15;SN0000002916;2026-08-20;10000;;10000;10000;18.68;10018.68;0;0
EOS.O16;SN0000002924;2026-08-20;10000;;10000;10000;19.28;10019.28;0;0
EOS.O17;SN0000002932;2026-08-20;10000;;10000;10000;19.88;10019.88;0;0
EOS.O18;SN0000003922;2026-08-20;9950;;9950;9950;220.33;10170.33;0;0
EOS.O19;SN0000003930;2026-08-20;10000;;10000;10000;227.21;10227.21;0;0
EOS.O20;SN0000003948;2026-08-20;9600;;9600;9600;232.38;9832.38;0;0
EOS.O21;SN0000003955;2026-08-20;10000;;10000;10000;239.26;10239.26;0;0
EOS.O22;SN0000004037;2026-08-20;9800;;9800;9800;219.18;10019.18;0;0
EOS.O23;SN0000004045;2026-08-20;10100;;10100;10100;226.02;10326.02;0;0
EOS.O24;SN0000004052;2026-08-20;10000;;10000;10000;231.16;10231.16;0;0
EOS.O25;SN0000004060;2026-08-20;10000;;10000;10000;238.01;10238.01;0;0
EOS.O26;SN0000004268;2026-08-20;10000;;10000;10000;69.57;10069.57;0;0
EOS.O27;SN0000004276;2026-08-20;9400;;9400;9400;71.74;9471.74;0;0
EOS.O28;SN0000004284;2026-08-20;9995;;9995;9995;73.37;10068.37;0;0
EOS.O29;SN0000004292;2026-08-20;9998;9250;9250;9250;75.54;9325.54;3;27750
EOS.O30;SN0000004433;2026-08-20;9500;;9500;9500;90.93;9590.93;0;0
EOS.O31;SN0000004441;2026-08-20;10000;;10000;10000;93.77;10093.77;0;0
EOS.O32;SN0000004458;2026-08-20;10000;;10000;10000;95.9;10095.9;0;0
EOS.O33;SN0000004466;2026-08-20;10000;;10000;10000;98.74;10098.74;0;0
EOS.O8;SN0000002239;2026-08-20;10000;;10000;10000;361.63;10361.63;0;0
EOS.O9;SN0000002395;2026-08-20;9800;10000;10000;10000;234.78;10234.78;250;2500000
FBOAD.O1;TG0000002237;2026-08-20;4600;;4600;4600;117.62;4717.62;0;0
FBOAD.O2;TG0000003128;2026-08-20;6215;;6215;6215;131.7;6346.7;0;0
FCAGS.O1;SN0000004243;2026-08-20;9286;;9286;9286;212.52;9498.52;0;0
FCAGS.O2;SN0000004250;2026-08-20;9286;9286;9286;9286;239.09;9525.09;10;92860
FDFINBF.O1;BF0000002857;2026-08-20;6250;;6250;6250;103.66;6353.66;0;0
FDFINBF.O2;BF0000003574;2026-08-20;8750;;8750;8750;25.17;8775.17;0;0
FDFINBF.O3;;2026-08-20;10000;;10000;10000;333.7;10333.7;0;0
FEPTC.O1;CI0000007191;2026-08-20;7500;;7500;7500;118.59;7618.59;0;0
FEPTC.O2;CI0000007183;2026-08-20;9375;;9375;9375;153.85;9528.85;0;0
FEPTC.O4;;2026-08-20;10000;;10000;10000;53.38;10053.38;0;0
FNSBB.O1;BJ0000002614;2026-08-20;7600;;7600;7600;88.91;7688.91;0;0
FNSBB.O2;BJ0000002598;2026-08-20;7600;;7600;7600;114.31;7714.31;0;0
FNSBC.O4;TG0000003367;2026-08-20;9130;;9130;9130;106.81;9236.81;0;0
FNSBC.O5;TG0000003375;2026-08-20;9130;;9130;9130;137.33;9267.33;0;0
FSNBBF.O1;BF0000004135;2026-08-20;10000;10000;10000;10000;304.15;10304.15;69;690000
FSNLC.O1;TG0000003425;2026-08-20;9975;;9975;9975;212.13;10187.13;0;0
FSNLC.O2;TG0000003433;2026-08-20;9500;;9500;9500;260.27;9760.27;0;0
FSNTS.O1;SN0000002965;2026-08-20;9900;;9900;9900;52.31;9952.31;0;0
FSNTS.O2;SN0000002973;2026-08-20;9950;;9950;9950;53.95;10003.95;0;0
NRMC.O1;CI0000008884;2026-08-20;10000;;10000;10000;340.65;10340.65;0;0
ORGT.O2;TG0000001726;2026-08-20;5550;;5550;5550;113.31;5663.31;0;0
PADS.O3;SN0000001454;2026-08-20;2970;;2970;2970;66.54;3036.54;0;0
PTRC.O1;CI0000005948;2026-08-20;13000;;13000;13000;120.17;13120.17;0;0
SCRC.O1;CI0000008637;2026-08-20;10000;;10000;10000;288.57;10288.57;0;0
SNTS.O2;SN0000001371;2026-08-20;2000;;2000;2000;11.72;2011.72;0;0
TPBF.O12;BF0000001743;2026-08-20;9990;;9990;9990;261.41;10251.41;0;0
TPBF.O13;BF0000001867;2026-08-20;9600;;9600;9600;79.48;9679.48;0;0
TPBF.O14;BF0000002212;2026-08-20;9993;;9993;9993;294.46;10287.46;0;0
TPBF.O15;BF0000002287;2026-08-20;9999;;9999;9999;166.06;10165.06;0;0
TPBF.O16;BF0000002436;2026-08-20;9600;;9600;9600;66.85;9666.85;0;0
TPBF.O17;BF0000002709;2026-08-20;10000;;10000;10000;223.77;10223.77;0;0
TPBF.O18;BF0000002717;2026-08-20;10000;;10000;10000;230.87;10230.87;0;0
TPBF.O19;BF0000003061;2026-08-20;10000;;10000;10000;181.47;10181.47;0;0
TPBF.O20;BF0000003079;2026-08-20;10000;9250;9250;9250;188.67;9438.67;20;185000
TPBF.O21;BF0000003350;2026-08-20;10000;;10000;10000;148.37;10148.37;0;0
TPBF.O22;BF0000003368;2026-08-20;10000;;10000;10000;155.22;10155.22;0;0
TPBF.O23;BF0000004127;2026-08-20;10300;;10300;10300;212.79;10512.79;0;0
TPBF.O24;BF0000004143;2026-08-20;10000;10000;10000;10000;219.23;10219.23;120;1200000
TPBF.O25;BF0000004150;2026-08-20;9999;;9999;9999;225.68;10224.68;0;0
TPBF.O4;BF0000000745;2026-08-20;10300;;10300;10300;35.62;10335.62;0;0
TPBF.O8;BF0000001271;2026-08-20;9500;;9500;9500;188.77;9688.77;0;0
TPBF.O9;BF0000001362;2026-08-20;11000;;11000;11000;237.98;11237.98;0;0
TPBJ.O10;BJ0000002663;2026-08-20;10000;;10000;10000;459.99;10459.99;0;0
TPBJ.O3;BJ0000001418;2026-08-20;10000;;10000;10000;641.1;10641.1;0;0
TPBJ.O4;BJ0000001665;2026-08-20;10000;;10000;10000;259.18;10259.18;0;0
TPBJ.O5;BJ0000001673;2026-08-20;10000;;10000;10000;275.67;10275.67;0;0
TPBJ.O6;BJ0000001764;2026-08-20;10000;;10000;10000;36.23;10036.23;0;0
TPBJ.O7;BJ0000001947;2026-08-20;10000;;10000;10000;249.86;10249.86;0;0
TPBJ.O8;BJ0000001954;2026-08-20;10000;;10000;10000;271.78;10271.78;0;0
TPBJ.O9;BJ0000002655;2026-08-20;9980;;9980;9980;448.77;10428.77;0;0
TPCI.O100;CI0000002172;2026-08-20;10000;;10000;10000;392.67;10392.67;0;0
TPCI.O101;CI0000009973;2026-08-20;10000;;10000;10000;256.44;10256.44;0;0
TPCI.O102;CI0000009981;2026-08-20;10000;;10000;10000;263.01;10263.01;0;0
TPCI.O21;CI0000001822;2026-08-20;10000;;10000;10000;220.27;10220.27;0;0
TPCI.O23;CI0000002119;2026-08-20;10000;;10000;10000;446.14;10446.14;0;0
TPCI.O24;CI0000002317;2026-08-20;9700;;9700;9700;242.49;9942.49;0;0
TPCI.O29;CI0000002663;2026-08-20;10000;;10000;10000;501.37;10501.37;0;0
TPCI.O34;CI0000002911;2026-08-20;3675;;3675;3675;94.32;3769.32;0;0
TPCI.O36;CI0000003117;2026-08-20;10000;;10000;10000;573.42;10573.42;0;0
TPCI.O37;CI0000003174;2026-08-20;2011;;2011;2011;82.31;2093.31;0;0
TPCI.O38;CI0000003133;2026-08-20;1990;;1990;1990;81.6;2071.6;0;0
TPCI.O39;CI0000003125;2026-08-20;2000;;2000;2000;96.73;2096.73;0;0
TPCI.O40;CI0000003380;2026-08-20;2000;;2000;2000;69.95;2069.95;0;0
TPCI.O41;CI0000003422;2026-08-20;10000;;10000;10000;274.9;10274.9;0;0
TPCI.O42;CI0000003430;2026-08-20;10000;;10000;10000;279.64;10279.64;0;0
TPCI.O43;CI0000003588;2026-08-20;10000;;10000;10000;192.36;10192.36;0;0
TPCI.O44;CI0000003596;2026-08-20;9800;;9800;9800;189.1;9989.1;0;0
TPCI.O45;CI0000003471;2026-08-20;2000;;2000;2000;20.66;2020.66;0;0
TPCI.O46;CI0000003497;2026-08-20;5100;;5100;5100;52.53;5152.53;0;0
TPCI.O47;CI0000003489;2026-08-20;2050;;2050;2050;20.66;2070.66;0;0
TPCI.O50;CI0000003737;2026-08-20;6250;;6250;6250;360.67;6610.67;0;0
TPCI.O51;CI0000003836;2026-08-20;4000;;4000;4000;204.67;4204.67;0;0
TPCI.O52;CI0000003919;2026-08-20;6250;;6250;6250;325.31;6575.31;0;0
TPCI.O53;CI0000003901;2026-08-20;4240;;4240;4240;188.14;4428.14;0;0
TPCI.O54;CI0000003844;2026-08-20;6250;;6250;6250;299.04;6549.04;0;0
TPCI.O55;CI0000004057;2026-08-20;4000;;4000;4000;151.28;4151.28;0;0
TPCI.O57;CI0000003968;2026-08-20;3880;;3880;3880;173.52;4053.52;0;0
TPCI.O58;CI0000004172;2026-08-20;4000;;4000;4000;104.24;4104.24;0;0
TPCI.O59;CI0000004180;2026-08-20;6250;;6250;6250;165.68;6415.68;0;0
TPCI.O60;CI0000004313;2026-08-20;10000;;10000;10000;157.32;10157.32;0;0
TPCI.O61;CI0000004321;2026-08-20;10000;;10000;10000;160.03;10160.03;0;0
TPCI.O62;CI0000004479;2026-08-20;4000;;4000;4000;32.42;4032.42;0;0
TPCI.O63;CI0000004487;2026-08-20;6250;;6250;6250;51.52;6301.52;0;0
TPCI.O65;CI0000004834;2026-08-20;7500;;7500;7500;392.79;7892.79;0;0
TPCI.O67;CI0000004925;2026-08-20;10000;;10000;10000;399.26;10399.26;0;0
TPCI.O68;CI0000004974;2026-08-20;10000;;10000;10000;323.29;10323.29;0;0
TPCI.O69;CI0000005096;2026-08-20;10000;;10000;10000;237.88;10237.88;0;0
TPCI.O70;CI0000005179;2026-08-20;10000;;10000;10000;178.01;10178.01;0;0
TPCI.O71;CI0000005310;2026-08-20;10000;;10000;10000;102.16;10102.16;0;0
TPCI.O72;CI0000005385;2026-08-20;6000;;6000;6000;20.43;6020.43;0;0
TPCI.O73;CI0000005393;2026-08-20;7500;;7500;7500;25.99;7525.99;0;0
TPCI.O75;CI0000005641;2026-08-20;10700;;10700;10700;490.7;11190.7;0;0
TPCI.O76;CI0000005658;2026-08-20;10500;;10500;10500;499.38;10999.38;0;0
TPCI.O77;CI0000005674;2026-08-20;10000;;10000;10000;14.11;10014.11;0;0
TPCI.O78;CI0000005880;2026-08-20;10000;;10000;10000;386.99;10386.99;0;0
TPCI.O79;CI0000006235;2026-08-20;8600;;8600;8600;218.03;8818.03;0;0
TPCI.O80;CI0000006383;2026-08-20;10000;10000;10000;10000;156.16;10156.16;44;440000
TPCI.O82;CI0000006698;2026-08-20;7920;;7920;7920;26.3;7946.3;0;0
TPCI.O83;CI0000006904;2026-08-20;9900;;9900;9900;504.33;10404.33;0;0
TPCI.O84;CI0000006912;2026-08-20;10000;;10000;10000;512.88;10512.88;0;0
TPCI.O85;CI0000007142;2026-08-20;10000;;10000;10000;402.49;10402.49;0;0
TPCI.O86;CI0000007159;2026-08-20;10000;;10000;10000;409.32;10409.32;0;0
TPCI.O87;CI0000007357;2026-08-20;9820;;9820;9820;239.23;10059.23;0;0
TPCI.O88;CI0000007365;2026-08-20;9650;9650;9650;9650;243.29;9893.29;1000;9650000
TPCI.O89;CI0000007696;2026-08-20;12100;;12100;12100;51.73;12151.73;0;0
TPCI.O90;CI0000007704;2026-08-20;10000;;10000;10000;52.6;10052.6;0;0
TPCI.O91;CI0000007878;2026-08-20;10000;;10000;10000;580.3;10580.3;0;0
TPCI.O92;CI0000007886;2026-08-20;9900;;9900;9900;590.14;10490.14;0;0
TPCI.O93;CI0000008397;2026-08-20;9700;;9700;9700;442.9;10142.9;0;0
TPCI.O94;CI0000008405;2026-08-20;9800;;9800;9800;450.41;10250.41;0;0
TPCI.O95;CI0000008868;2026-08-20;10000;;10000;10000;269.95;10269.95;0;0
TPCI.O96;CI0000008876;2026-08-20;10000;;10000;10000;274.52;10274.52;0;0
TPCI.O97;CI0000009437;2026-08-20;10000;;10000;10000;24.25;10024.25;0;0
TPCI.O98;CI0000009445;2026-08-20;10000;;10000;10000;24.66;10024.66;0;0
TPCI.O99;CI0000002164;2026-08-20;10000;;10000;10000;375.89;10375.89;0;0
TPNE.O10;NE0000002417;2026-08-20;10000;;10000;10000;325.48;10325.48;0;0
TPNE.O3;NE0000001088;2026-08-20;1946;;1946;1946;7.12;1953.12;0;0
TPNE.O4;NE0000001344;2026-08-20;7500;;7500;7500;467.32;7967.32;0;0
TPNE.O5;NE0000001492;2026-08-20;11550;;11550;11550;126.57;11676.57;0;0
TPNE.O6;NE0000001625;2026-08-20;8955;;8955;8955;377.59;9332.59;0;0
TPNE.O7;NE0000001914;2026-08-20;5000;;5000;5000;49.66;5049.66;0;0
TPNE.O8;NE0000002326;2026-08-20;10000;;10000;10000;406.85;10406.85;0;0
TPTG.O2;TG0000001890;2026-08-20;9999;9999;9999;9999;455.34;10454.34;300;2999700
TPTG.O3;TG0000003235;2026-08-20;10000;;10000;10000;295.11;10295.11;0;0
TPTG.O4;TG0000003243;2026-08-20;10000;;10000;10000;301.97;10301.97;0;0
TPTG.O5;TG0000003458;2026-08-20;10000;;10000;10000;359.73;10359.73;0;0
TPTG.O6;TG0000003466;2026-08-20;10000;10000;10000;10000;370.79;10370.79;45;450000
BABS.O1;SN0000003484;2026-08-21;10000;;10000;10000;208.4;10208.4;0;0
BIDC.O4;TG0000000934;2026-08-21;1250;;1250;1250;13.79;1263.79;0;0
BIDC.O6;TG0000001585;2026-08-21;4618;;4618;4618;67.67;4685.67;0;0
BIDC.O7;TG0000001833;2026-08-21;6000;;6000;6000;70.8;6070.8;0;0
BIDC.O8;TG0000003011;2026-08-21;10000;10000;10000;10000;40.96;10040.96;145;1450000
CRRH.O10;TG0000002070;2026-08-21;10000;;10000;10000;29.84;10029.84;0;0
CRRH.O11;TG0000003326;2026-08-21;10000;;10000;10000;128.22;10128.22;0;0
CRRH.O6;TG0000000801;2026-08-21;9800;;9800;9800;77.89;9877.89;0;0
CRRH.O7;TG0000000991;2026-08-21;2917;;2917;2917;45.27;2962.27;0;0
CRRH.O9;TG0000001221;2026-08-21;5000;;5000;5000;50.42;5050.42;0;0
ECOC.O1;CI0000008439;2026-08-21;10000;;10000;10000;282.72;10282.72;0;0
EOM.O10;ML0000002120;2026-08-21;10000;;10000;10000;433.15;10433.15;0;0
EOM.O11;ML0000002369;2026-08-21;9800;;9800;9800;238.47;10038.47;0;0
EOM.O12;ML0000002542;2026-08-21;9800;;9800;9800;42.74;9842.74;0;0
EOM.O13;ML0000002930;2026-08-21;10000;;10000;10000;245.75;10245.75;0;0
EOM.O14;ML0000003193;2026-08-21;10000;;10000;10000;16.44;10016.44;0;0
EOM.O15;ML0000003318;2026-08-21;10000;;10000;10000;540.15;10540.15;0;0
EOM.O16;ML0000003326;2026-08-21;10000;;10000;10000;523.66;10523.66;0;0
EOM.O17;ML0000003573;2026-08-21;10000;;10000;10000;262.0;10262.0;0;0
EOM.O18;ML0000003581;2026-08-21;9800;;9800;9800;254.0;10054.0;0;0
EOM.O19;ML0000003870;2026-08-21;10000;;10000;10000;10.77;10010.77;0;0
EOM.O20;ML0000003888;2026-08-21;10000;;10000;10000;10.44;10010.44;0;0
EOM.O21;ML0000004233;2026-08-21;10000;;10000;10000;301.48;10301.48;0;0
EOM.O22;ML0000004241;2026-08-21;10000;;10000;10000;292.27;10292.27;0;0
EOM.O4;ML0000001197;2026-08-21;2310;;2310;2310;14.25;2324.25;0;0
EOM.O5;ML0000001312;2026-08-21;4000;;4000;4000;104.71;4104.71;0;0
EOM.O6;ML0000001544;2026-08-21;4300;4000;4000;4000;187.86;4187.86;1;4000
EOM.O7;ML0000001668;2026-08-21;6200;6180;6180;6180;141.35;6321.35;12;74230
EOM.O8;ML0000001932;2026-08-21;10000;;10000;10000;591.12;10591.12;0;0
EOM.O9;ML0000002112;2026-08-21;9795;9795;9795;9795;440.14;10235.14;53;519135
EOS.O10;SN0000002403;2026-08-21;10000;;10000;10000;242.32;10242.32;0;0
EOS.O11;SN0000002411;2026-08-21;10000;;10000;10000;250.2;10250.2;0;0
EOS.O12;SN0000002726;2026-08-21;9700;;9700;9700;11.7;9711.7;0;0
EOS.O13;SN0000002734;2026-08-21;9999;;9999;9999;11.98;10010.98;0;0
EOS.O14;SN0000002742;2026-08-21;9800;;9800;9800;12.36;9812.36;0;0
EOS.O15;SN0000002916;2026-08-21;10000;;10000;10000;20.38;10020.38;0;0
EOS.O16;SN0000002924;2026-08-21;10000;;10000;10000;21.03;10021.03;0;0
EOS.O17;SN0000002932;2026-08-21;10000;;10000;10000;21.68;10021.68;0;0
EOS.O18;SN0000003922;2026-08-21;9950;;9950;9950;222.08;10172.08;0;0
EOS.O19;SN0000003930;2026-08-21;10000;;10000;10000;229.02;10229.02;0;0
EOS.O20;SN0000003948;2026-08-21;9600;;9600;9600;234.22;9834.22;0;0
EOS.O21;SN0000003955;2026-08-21;10000;;10000;10000;241.16;10241.16;0;0
EOS.O22;SN0000004037;2026-08-21;9800;;9800;9800;220.93;10020.93;0;0
EOS.O23;SN0000004045;2026-08-21;10100;;10100;10100;227.83;10327.83;0;0
EOS.O24;SN0000004052;2026-08-21;10000;;10000;10000;233.01;10233.01;0;0
