source;transaction;type_bien;titre;prix_fcfa;surface_m2;prix_m2_fcfa;chambres;quartier;sous_quartier;standing;url;scraped_at
jiji;location;villa;Furnished 6chbre Duplex dans Ismael Coulibaly, Bingerville à Louer;600000;200;3000;6;Bingerville;;;https://jiji.co.ci/bingerville/houses-apartments-for-rent/furnished-6chbre-duplex-dans-ismael-coulibaly-bingerville-a-louer-nnZUKLGRvQDoNJl2u8adYCN6.html;2026-05-02T00:28:44+00:00
jiji;location;villa;3chbre Duplex dans Ismaël Coulibaly, Grand-Bassam à Louer;55000000;120;458333;3;Grand-Bassam;;;https://jiji.co.ci/grand-bassam/houses-apartments-for-rent/3chbre-duplex-dans-ismael-coulibaly-grand-bassam-a-louer-nOkGLbRjYI7z5cAjHvSJzHfN.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;4chbre Appartement partagé dans Icm, Cocody à Louer;75000000;25;3000000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/4chbre-appartement-partage-dans-icm-cocody-a-louer-8P3tiOhaodt5Doq8yteff82v.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;3chbre Appartement dans Cocody à Louer;650000;120;5417;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/3chbre-appartement-dans-cocody-a-louer-u8mls5oY80pE38w5369Se6Fk.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;3chbre Appartement dans Lascoco Maison, Cocody à Louer;600000;35;17143;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/3chbre-appartement-dans-lascoco-maison-cocody-a-louer-qhU74etNHBAttrBpzvhOKba2.html;2026-05-02T00:28:44+00:00
jiji;location;villa;3chbre Villa dans Francis Gweh, Cocody à Louer;700000;250;2800;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/3chbre-villa-dans-francis-gweh-cocody-a-louer-5DtixLvdKlWz9L5upnXdO5GZ.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;3chbre Appartement dans Francis Gweh, Cocody à Louer;700000;150;4667;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/3chbre-appartement-dans-francis-gweh-cocody-a-louer-nhvFLHzk2FfDsW2z4xFnCxo5.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;Furnished 2chbre Appartement dans Francis Gweh, Cocody à Louer;600000;200;3000;2;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/furnished-2chbre-appartement-dans-francis-gweh-cocody-a-louer-1efaZFm3W4Y697MRcjHy8vTd.html;2026-05-02T00:28:44+00:00
jiji;location;villa;4chbre Villa dans Massa Immobilier, Cocody à Louer;800000;400;2000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/4chbre-villa-dans-massa-immobilier-cocody-a-louer-rQQFMn7UcDQA6iUQBxkX2SgY.html;2026-05-02T00:28:44+00:00
jiji;location;villa;6chbre Villa dans Cocody à Louer;2500000;450;5556;6;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/6chbre-villa-dans-cocody-a-louer-chAkVVfMWZCaqcGdp8eYDpVJ.html;2026-05-02T00:28:44+00:00
jiji;location;villa;3chbre Villa dans Gweh Francis, Cocody à Louer;700000;350;2000;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/3chbre-villa-dans-gweh-francis-cocody-a-louer-inhcfVu7NbRv8JiaLJB4XPB2.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;2chbre Appartement dans Francis Gweh, Cocody à Louer;300000;100;3000;2;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/2chbre-appartement-dans-francis-gweh-cocody-a-louer-arXEvdWNPYG3L5W8SM3V7slx.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;4chbre Appartement partagé dans Cocody à Louer;900000;120;7500;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/4chbre-appartement-partage-dans-cocody-a-louer-cFySi2efUZUqCouxKAQpl2wY.html;2026-05-02T00:28:44+00:00
jiji;location;villa;8chbre Duplex dans Francis Gweh, Cocody à Louer;1400000;300;4667;8;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/8chbre-duplex-dans-francis-gweh-cocody-a-louer-3KiYSzCsL5UGTJ9e7RQuMMwC.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;2chbre Appartement dans Lascoco Maison, Cocody à Louer;550000;150;3667;2;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/2chbre-appartement-dans-lascoco-maison-cocody-a-louer-3mVPDmrd1jjxvwNH56xuRxfq.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;3chbre Appartement dans Francis Gweh, Cocody à Louer;800000;90;8889;3;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/3chbre-appartement-dans-francis-gweh-cocody-a-louer-unL2WVnT7w8BSql7xBT5YhFT.html;2026-05-02T00:28:44+00:00
jiji;location;villa;Furnished 4chbre Villa dans Francis Gweh, Cocody à Louer;1500000;300;5000;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/furnished-4chbre-villa-dans-francis-gweh-cocody-a-louer-3YiIJ7cUfa16FJISk7rPKXXk.html;2026-05-02T00:28:44+00:00
jiji;location;appartement;2chbre Appartement dans Francis Gweh, Cocody à Louer;500000;90;5556;2;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/2chbre-appartement-dans-francis-gweh-cocody-a-louer-hDmjZuALsruCsXprxjxNinDa.html;2026-05-02T00:28:44+00:00
jiji;location;villa;4chbre Duplex dans Francis Gweh, Cocody à Louer;2700000;750;3600;4;Cocody;;;https://jiji.co.ci/cocody/houses-apartments-for-rent/4chbre-duplex-dans-francis-gweh-cocody-a-louer-qe5C7IZptPsMKfK4bVs285j9.html;2026-05-02T00:28:44+00:00
