isin;code;name;issuer;issuerType;country;sector;currency;nominalValue;totalIssued;outstanding;couponRate;couponFrequency;issueDate;maturityDate;firstCouponDate;rating;ratingAgency;callable;callDate;greenBond;description;amortizationType;Titre/Nominal
NE0000002326;TPNE.O8;TRESOR PUBLIC DU NIGER 6,60% 2025-2030;Etat du Niger;Obligation d'Etat;NE;Etat;XOF;10000;85042180000;85042180000;6.60;1;07/01/2025;07/01/2030;07/01/2028;Caa3;Moody's;false;;false;Obligation du Tresor Public du Niger au taux de 6,60% sur la periode 2025-2030, emise pour le financement budgetaire.;ACD;N
NE0000002334;TPNE.O9;TRESOR PUBLIC DU NIGER 6,90% 2025-2032;Etat du Niger;Obligation d'Etat;NE;Etat;XOF;10000;10079800000;10079800000;6.90;1;07/01/2025;07/01/2032;07/01/2028;Caa3;Moody's;false;;false;Obligation du Tresor Public du Niger au taux de 6,90% sur la periode 2025-2032, emise pour le financement budgetaire.;ACD;N
TG0000001890;TPTG.O2;TPTG 6% 2022-2037;Etat du Togo;Obligation d'Etat;TG;Etat;XOF;10000;1,58E+11;1,58E+11;6.00;1;16/11/2022;16/11/2037;16/11/2028;B3;Moody's;false;;false;Obligation du Tresor Public du Togo au taux de 6,00% sur la periode 2022-2037, emise pour le financement budgetaire.;ACD;T
TG0000003235;TPTG.O3;TPTG 6,45% 2025-2030;Etat du Togo;Obligation d'Etat;TG;Etat;XOF;10000;58816950000;58816950000;6.45;1;06/03/2025;06/03/2030;06/03/2027;B3;Moody's;false;;false;Obligation du Tresor Public du Togo au taux de 6,45% sur la periode 2025-2030, emise pour le financement budgetaire.;ACD;N
TG0000003243;TPTG.O4;TPTG 6,60% 2025-2032;Etat du Togo;Obligation d'Etat;TG;Etat;XOF;10000;43952990000;43952990000;6.60;1;06/03/2025;06/03/2032;06/03/2028;B3;Moody's;false;;false;Obligation du Tresor Public du Togo au taux de 6,60% sur la periode 2025-2032, emise pour le financement budgetaire.;ACD;N
TG0000000934;BIDC.O4;BIDC-EBID 6.10% 2017-2027;BIDC-EBID;Obligation régionale;CEDEAO;Banque de developpement;XOF;2500;26000000000;6500000000;6.10;1;16/06/2017;16/06/2027;16/06/2020;B2;Moody's;false;;false;Obligation regionale emise par BIDC-EBID au taux de 6,10% sur la periode 2017-2027, destinee au financement du developpement dans l'espace CEDEAO.;ACD;N
TG0000001304;BIDC.O5;BIDC-EBID 6,40% 2019-2026;BIDC-EBID;Obligation régionale;CEDEAO;Banque de developpement;XOF;10000;45000000000;3750000000;6.40;2;12/07/2019;12/07/2026;12/01/2021;B2;Moody's;false;;false;Obligation regionale emise par BIDC-EBID au taux de 6,40% sur la periode 2019-2026, destinee au financement du developpement dans l'espace CEDEAO.;ACD;T
TG0000001585;BIDC.O6;BIDC-EBID 6,50 % 2021-2028;BIDC-EBID;Obligation régionale;CEDEAO;Banque de developpement;XOF;4000;50000000000;25000000000;6.50;2;18/05/2021;18/05/2028;18/11/2023;B2;Moody's;false;;false;Obligation regionale emise par BIDC-EBID au taux de 6,50% sur la periode 2021-2028, destinee au financement du developpement dans l'espace CEDEAO.;ACD;N
TG0000001833;BIDC.O7;BIDC-EBID 5,90% 2022-2029;BIDC-EBID;Obligation régionale;CEDEAO;Banque de developpement;XOF;7000;1,20E+11;84000000000;5.90;2;09/06/2022;09/06/2029;09/12/2024;B2;Moody's;false;;false;Obligation regionale emise par BIDC-EBID au taux de 5,90% sur la periode 2022-2029, destinee au financement du developpement dans l'espace CEDEAO.;ACD;N
TG0000002070;CRRH.O10;CRRH-UEMOA 6,10% 2022-2037;CRRH-UEMOA;Obligation régionale;UEMOA;Banque de developpement;XOF;10000;36000000000;28285714285.7143;6.10;2;03/02/2023;03/02/2037;03/08/2023;AAA / Ba2;Bloomfield / Moody's;false;;false;Obligation regionale emise par CRRH-UEMOA au taux de 6,10% sur la periode 2022-2037, destinee au financement du developpement dans l'espace UEMOA.;AC;T
TG0000000801;CRRH.O6;CRRH-UEMOA 5.85% 2016-2026;CRRH-UEMOA;Obligation régionale;UEMOA;Banque de developpement;XOF;10000;21373860000;2137386000;5.85;2;03/01/2017;03/01/2027;03/07/2017;AAA / Ba2;Bloomfield / Moody's;false;;false;Obligation regionale emise par CRRH-UEMOA au taux de 5,85% sur la periode 2016-2026, destinee au financement du developpement dans l'espace UEMOA.;ACD;T
TG0000000991;CRRH.O7;CRRH-UEMOA 5.95% 2017-2029;CRRH-UEMOA;Obligation régionale;UEMOA;Banque de developpement;XOF;2917;25126140000;8375380000;5.95;2;17/05/2017;17/11/2029;17/05/2018;AAA / Ba2;Bloomfield / Moody's;false;;false;Obligation regionale emise par CRRH-UEMOA au taux de 5,95% sur la periode 2017-2029, destinee au financement du developpement dans l'espace UEMOA.;AC;N
TG0000001213;CRRH.O8;CRRH-UEMOA 5.95% 2018-2030;CRRH-UEMOA;Obligation régionale;UEMOA;Banque de developpement;XOF;4167;21300000000;8875000000;5.95;2;21/12/2018;21/12/2030;21/06/2019;AAA / Ba2;Bloomfield / Moody's;false;;false;Obligation regionale emise par CRRH-UEMOA au taux de 5,95% sur la periode 2018-2030, destinee au financement du developpement dans l'espace UEMOA.;AC;N
TG0000001221;CRRH.O9;CRRH-UEMOA 6.05% 2018-2033;CRRH-UEMOA;Obligation régionale;UEMOA;Banque de developpement;XOF;5333;8900000000;4746666666.66667;6.05;2;21/12/2018;21/12/2033;21/06/2019;AAA / Ba2;Bloomfield / Moody's;false;;false;Obligation regionale emise par CRRH-UEMOA au taux de 6,05% sur la periode 2018-2033, destinee au financement du developpement dans l'espace UEMOA.;AC;N
BF0000002857;FDFINBF.O1;FIDELIS FINANCE CAP25 7,00%2023-2028;Fidelis Finance;Obligation privée;BF;Finance;XOF;7500;15000000000;11250000000;7.00;2;20/11/2023;20/11/2028;20/05/2025;A;Bloomfield;false;;false;Obligation corporate emise par Fidelis Finance (Finance) au taux de 7,00% sur la periode 2023-2028.;ACD;N
BF0000003574;FDFINBF.O2;FIDELIS FINANCE PME ELANCROISSANCE UMOA 7% 2025-2030;Fidelis Finance;Obligation privée;BF;Finance;XOF;10000;7000000000;5600000000;7.00;2;05/02/2025;05/02/2030;05/08/2025;A;Bloomfield;false;;false;Obligation corporate emise par Fidelis Finance (Finance) au taux de 7,00% sur la periode 2025-2030.;ACD;N
CI0000008884;NRMC.O1;NOURMONY HOLDING 7,25% 2024-2029;Nourmony Holding;Obligation privée;CI;Holding;XOF;10000;20000000000;15555555555.5556;7.25;2;26/02/2025;31/12/2029;26/08/2025;NR;Non noté;false;;false;Obligation corporate emise par Nourmony Holding (Holding) au taux de 7,25% sur la periode 2024-2029.;ACD;N
TG0000001726;ORGT.O2;ORAGROUP SA 7,15% 2021-2028;Oragroup SA;Obligation privée;TG;Banque;XOF;5000;50000000000;25000000000;7.15;2;26/10/2021;26/10/2028;26/04/2024;A;Bloomfield;false;;false;Obligation corporate emise par Oragroup SA (Banque) au taux de 7,15% sur la periode 2021-2028.;ACD;N
SN0000001454;PADS.O3;PAD 6,60% 2020-2027;Port Autonome de Dakar;Obligation privée;SN;Transport;XOF;3000;60000000000;18000000000;6.60;2;19/10/2020;19/10/2027;19/04/2023;BBB-(WU);GCR;false;;false;Obligation corporate emise par Port Autonome de Dakar (Transport) au taux de 6,60% sur la periode 2020-2027.;ACD;N
CI0000005948;PTRC.O1;PETRO IVOIRE 6,80% 2022-2029;Petro Ivoire;Obligation privée;CI;Energie;XOF;10000;29448400000;23558720000;6.80;2;15/12/2022;15/12/2029;15/06/2025;A+;Bloomfield;false;;false;Obligation corporate emise par Petro Ivoire (Energie) au taux de 6,80% sur la periode 2022-2029.;ACD;T
SN0000001371;SNTS.O2;SONATEL 6,50% 2020-2027;Sonatel;Obligation privée;SN;Telecom;XOF;3000;1,00E+11;30000000000;6.50;2;16/07/2020;16/07/2027;16/01/2023;AAA(wu);GCR;false;;false;Obligation corporate emise par Sonatel (Telecom) au taux de 6,50% sur la periode 2020-2027.;ACD;N
TG0000003011;BIDC.O8;BIDC-EBID GSS BOND 6,50% 2024-2031;BIDC-EBID;Obligation régionale;CEDEAO;Banque de developpement;XOF;10000;70000000000;70000000000;6.50;2;29/07/2024;29/07/2031;29/01/2027;B2;Moody's;false;;true;Obligation thematique GSS (Green, Social & Sustainability) emise par BIDC-EBID au taux de 6,50% sur la periode 2024-2031, financant des projets a impact environnemental et social.;ACD;N
"	TG0000003326";CRRH.O11;SOCIAL BOND CRRH-UEMOA 6,00%2025-2040;CRRH-UEMOA;Obligation régionale;UEMOA;Banque de developpement;XOF;10000;60000000000;60000000000;6.00;2;04/06/2025;04/06/2040;04/12/2026;AAA / Ba2;Bloomfield / Moody's;false;;true;Obligation sociale emise par CRRH-UEMOA au taux de 6,00% sur la periode 2025-2040, dediee au financement du logement abordable dans l'UEMOA.;ACD;
SN0000003484;BABS.O1;GSS BAOBAB 6,80% 2024-2029;Baobab;Obligation privée;CI;Finance;XOF;10000;20000000000;17500000000;6.80;2;24/10/2024;24/10/2029;24/04/2026;BBB+;WARA;false;;true;Obligation thematique GSS (Green, Social & Sustainability) emise par Baobab au taux de 6,80% sur la periode 2024-2029, financant des projets a impact environnemental et social.;ACD;T
CI0000008439;ECOC.O1;GENDER BOND ECOBANK CI 6,50%2024-2029;Ecobank Côte d'Ivoire;Obligation privée;CI;Banque;XOF;10000;10000000000;10000000000;6.50;1;12/03/2025;12/03/2029;12/03/2028;AA;Bloomfield;false;;true;Obligation thematique Gender Bond emise par Ecobank Cote d'Ivoire au taux de 6,50% sur la periode 2024-2029, dediee au financement de l'entrepreneuriat feminin.;ACD;N
CI0000007191;FEPTC.O1;FCTC EPT 7 % 2023-2030;FCTC EPT;Obligation privée;CI;Titrisation;XOF;7917;25000000000;16964285714.2857;7.00;4;27/11/2023;27/11/2030;27/02/2024;AA(WU)(SF);GCR;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC EPT, au taux de 7,25% sur la periode .;ACD;N
CI0000007183;FEPTC.O2;FCTC EPT 7,25 % 2023-2033;FCTC EPT;Obligation privée;CI;Titrisation;XOF;9688;15000000000;11625000000;7.25;4;27/11/2023;27/11/2033;27/02/2024;AA(WU)(SF);GCR;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC EPT, au taux de 7,50% sur la periode 2023-2033.;ACD;N
CI0000007175;FEPTC.O3;FCTC EPT 7,50% 2023-2038;FCTC EPT;Obligation privée;CI;Titrisation;XOF;9808;20000000000;17000000000;7.50;4;27/11/2023;27/11/2038;27/02/2024;AA(WU)(SF);GCR;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC EPT, au taux de 6,10% sur la periode 2023-2038.;ACD;N
TG0000002237;FBOAD.O1;FCTC BOAD DOLI-P 6,10% 2023-2030;FCTC BOAD;Obligation privée;UEMOA;Banque de developpement;XOF;4600;1,35E+11;90090000000;6.10;2;20/03/2023;20/03/2030;20/09/2024;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC BOAD, au taux de 6,10% sur la periode 2023-2030.;AC;N
TG0000003128;FBOAD.O2;FCTC BOAD DOLI-P 9,50% 2024-2029;FCTC BOAD;Obligation privée;UEMOA;Banque de developpement;XOF;7000;28750000000;23000000000;9.50;2;20/11/2024;20/11/2029;20/05/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC BOAD, au taux de 9,50% sur la periode 2024-2029.;AC;N
SN0000003310;FCAS.O1;FCTC CROISSANCE ATLANTIQUE6,20% 2024-2029;FCTC Croissance Atlantique;Obligation privée;CI;Titrisation;XOF;6844;91000000000;59150000000;6.20;4;06/07/2024;06/07/2029;06/10/2024;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Croissance Atlantique, au taux de 6,20% sur la periode 2024-2029.;AC;N
BJ0000002614;FNSBB.O1;FCTC KEUR SAMBA NSIA BANQUE7% 2025-2030;FCTC Keur Samba NSIA Banque;Obligation privée;BJ;Banque;XOF;8800;34000000000;30600000000;7.00;2;20/06/2025;20/06/2030;20/12/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Keur Samba NSIA Banque, au taux de 9,00% sur la periode 2025-2030.;AC;N
BJ0000002598;FNSBB.O2;FCTC KEUR SAMBA NSIA BANQUE9% 2025-2030;FCTC Keur Samba NSIA Banque;Obligation privée;BJ;Banque;XOF;8800;10000000000;9000000000;9.00;2;20/06/2025;20/06/2030;20/12/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Keur Samba NSIA Banque, au taux de 7,00% sur la periode 2025-2030.;AC;N
CI0000009254;FNSBC.O2;FCTC KEUR SAMBA NSIA BANQUE CI7% 2025-2030;FCTC Keur Samba NSIA Banque CI;Obligation privée;CI;Banque;XOF;8095;5400000000;4320000000;7.00;4;20/03/2025;20/03/2030;20/06/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Keur Samba NSIA Banque CI, au taux de 7,00% sur la periode 2025-2030.;AC;N
CI0000009262;FORBC.O1;FCTC KEUR SAMBA ORABANK CI 7%2025-2030;FCTC Keur Samba Orabank CI;Obligation privée;CI;Banque;XOF;8095;7250000000;5800000000;7.00;4;20/03/2025;20/03/2030;20/06/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Keur Samba Orabank CI, au taux de 7,00% sur la periode 2025-2030.;AC;N
CI0000005005;FORBT.O1;FCTC ORABANK 7 % 2021-2026;FCTC Orabank;Obligation privée;TG;Banque;XOF;1667;25000000000;4166666666.66667;6.86;4;28/12/2021;28/12/2026;28/09/2022;tAAA;WARA;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Orabank, au taux de 8,10% sur la periode 2021-2026.;ACD;N
BF0000004135;FSNBBF.O1;FCTC SONABHY 8,10 % 2025-2031;FCTC SONABHY;Obligation privée;BF;Energie;XOF;10000;34344580000;34344580000;7.61;2;26/09/2025;26/09/2031;26/03/2027;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC SONABHY, au taux de 6,40% sur la periode 2025-2031.;ACD;N
SN0000002965;FSNTS.O1;FCTC SONATEL C-1 6,40 % 2023-2029;FCTC Sonatel;Obligation privée;SN;Telecom;XOF;10000;60000000000;36000000000;6.02;2;19/01/2024;19/01/2029;19/07/2024;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Sonatel, au taux de 6,60% sur la periode .;AC;N
SN0000002973;FSNTS.O2;FCTC SONATEL C-2 6,60 % 2023-2031;FCTC Sonatel;Obligation privée;SN;Telecom;XOF;10000;15000000000;10714285714.2857;6.20;2;19/01/2024;19/01/2031;19/07/2024;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Sonatel, au taux de 7,00% sur la periode .;AC;T
CI0000004701;FTIMC.O1;FCTC TEYLIOM IMMO 7 % 2021-2028;FCTC Teyliom Immo;Obligation privée;CI;Immobilier;XOF;3750;20000000000;7500000000;6.86;4;08/06/2021;08/06/2028;08/09/2022;CCC+(WU)(SF);GCR;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Teyliom Immo, au taux de 6,00% sur la periode 2021-2028.;ACD;N
SN0000000985;SUKSN.S2;SUKUK SN 6% 2016-2026;Etat du Sénégal;Sukuk Etat;SN;Etat;XOF;10000;2,00E+11;12500000000;6.00;2;26/07/2016;26/07/2026;26/01/2019;Caa1;Moody's;false;;false;Sukuk souverain emis par Etat du Senegal au taux de 6,05% sur la periode 2016-2026, instrument de financement conforme a la finance islamique.;ACD;T
TG0000000744;SUKTG.S1;SUKUK TG 6.5% 2016-2026;Etat du Togo;Sukuk Etat;TG;Etat;XOF;10000;1,56E+11;9750000000;6.50;2;17/08/2016;17/08/2026;17/02/2019;B3;Moody's;false;;false;Sukuk souverain emis par Etat du Togo au taux de 6,50% sur la periode 2016-2026, instrument de financement conforme a la finance islamique.;ACD;T
CI0000008637;SCRC.O1;SUCRIVOIRE SA 8,55 % 2024-2031;Sucrivoire SA;Obligation privée;CI;Agro-industrie;XOF;10000;36000000000;36000000000;8.55;1;15/04/2025;15/04/2032;15/04/2029;BB+(WU);GCR;true;15/04/2028;false;Obligation convertible en actions emise par Sucrivoire SA (Agro-industrie) au taux de 8,55% sur la periode 2024-2031, option de conversion exercable a partir de la 3eme annee.;ACD;N
SN0000004243;FCAGS.O1;FCTC CROISSANCE AGRICOLE 8%2025-2032;FCTC Croissance Agricole;Obligation privée;CI;Titrisation;XOF;9286;60000000000;55714285714.2857;7.52;2;31/10/2025;31/10/2032;30/04/2026;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Croissance Agricole, au taux de 8,00% sur la periode 2025-2032.;AC;N
SN0000004250;FCAGS.O2;FCTC CROISSANCE AGRICOLE 9%2025-2032;FCTC Croissance Agricole;Obligation privée;CI;Titrisation;XOF;9286;20000000000;18571428571.4286;8.46;2;31/10/2025;31/10/2032;30/04/2026;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC Croissance Agricole, au taux de 9,00% sur la periode 2025-2032.;AC;N
CI0000009635;FNSBC.O3;FCTC NSIA BANQUE CI 7,50% 2025-2030;FCTC NSIA Banque CI;Obligation privée;CI;Banque;XOF;9444;29000000000;27388888888.8889;7.28;4;08/08/2025;08/08/2030;08/05/2026;NC;Non noté;false;;false;Obligation de titrisation (FCTC) adossee a un portefeuille de creances de FCTC NSIA Banque CI, au taux de 7,50% sur la periode 2025-2030.;ACD;T
TG0000003367;FNSBC.O4;FCTC ZAKA RMBS NSIA BANQUE CI7,00% 2025-2036;FCTC ZAKA RMBS NSIA Banque CI;Obligation privée;CI;Banque;XOF;9565;7250000000;6934782608.69565;7.00;2;20/12/2025;20/12/2036;20/12/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) RMBS adossee a un portefeuille de creances hypothecaires de NSIA Banque CI, au taux de 7,00% sur la periode 2025-2036.;AC;T
TG0000003375;FNSBC.O5;FCTC ZAKA RMBS NSIA BANQUE CI9,00% 2025-2036;FCTC ZAKA RMBS NSIA Banque CI;Obligation privée;CI;Banque;XOF;9565;2000000000;1913043478.26087;9.00;2;20/12/2025;20/12/2036;20/12/2025;NC;Non noté;false;;false;Obligation de titrisation (FCTC) RMBS adossee a un portefeuille de creances hypothecaires de NSIA Banque CI, au taux de 9,00% sur la periode 2025-2036.;AC;T
TG0000003425;FSNLC.O1;FCTC SENELEC SENIOR 8,15 % 2025-2030;FCTC SENELEC;Obligation privée;SN;Energie;XOF;9500;83000000000;83000000000;8.15;2;12/11/2025;12/11/2030;12/05/2026;NC;Non noté;false;;false;Obligation de titrisation (FCTC) Senior adossee a un portefeuille de creances de SENELEC, au taux de 8,15% sur la periode 2025-2030.;ADEG;N
TG0000003433;FSNLC.O2;FCTC SENELEC MEZZANINE 10 %2025-2030;FCTC SENELEC;Obligation privée;SN;Energie;XOF;9500;25000000000;25000000000;10.00;2;12/11/2025;12/11/2030;12/05/2026;NC;Non noté;false;;false;Obligation de titrisation (FCTC) Mezzanine adossee a un portefeuille de creances de SENELEC, au taux de 10,00% sur la periode 2025-2030.;AC;N
